chart_group_id,dashboard_path,sheet,measure,fuel_label,chart_file,section_id,section_label,entry_kind
chart::charts/esto__02__Imports__Energy_balance__PJ__Coal_tar.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Coal tar,charts/esto__02__Imports__Energy_balance__PJ__Coal_tar.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Coke_oven_coke.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Coke oven coke,charts/esto__02__Imports__Energy_balance__PJ__Coke_oven_coke.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Coke_oven_gas.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Coke oven gas,charts/esto__02__Imports__Energy_balance__PJ__Coke_oven_gas.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Crude_oil.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Crude oil,charts/esto__02__Imports__Energy_balance__PJ__Crude_oil.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Electricity.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Electricity,charts/esto__02__Imports__Energy_balance__PJ__Electricity.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Fuel_oil.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Fuel oil,charts/esto__02__Imports__Energy_balance__PJ__Fuel_oil.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Gas_coke.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Gas coke,charts/esto__02__Imports__Energy_balance__PJ__Gas_coke.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Gasoline_type_jet_fuel.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Gasoline type jet fuel,charts/esto__02__Imports__Energy_balance__PJ__Gasoline_type_jet_fuel.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Heat.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Heat,charts/esto__02__Imports__Energy_balance__PJ__Heat.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Hydrogen.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Hydrogen,charts/esto__02__Imports__Energy_balance__PJ__Hydrogen.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Industrial_waste.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Industrial waste,charts/esto__02__Imports__Energy_balance__PJ__Industrial_waste.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Kerosene.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Kerosene,charts/esto__02__Imports__Energy_balance__PJ__Kerosene.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Kerosene_type_jet_fuel.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Kerosene type jet fuel,charts/esto__02__Imports__Energy_balance__PJ__Kerosene_type_jet_fuel.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Lubricants.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Lubricants,charts/esto__02__Imports__Energy_balance__PJ__Lubricants.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Motor_gasoline.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Motor gasoline,charts/esto__02__Imports__Energy_balance__PJ__Motor_gasoline.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Natural_gas.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Natural gas,charts/esto__02__Imports__Energy_balance__PJ__Natural_gas.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Nuclear.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Nuclear,charts/esto__02__Imports__Energy_balance__PJ__Nuclear.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Other_bituminous_coal.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Other bituminous coal,charts/esto__02__Imports__Energy_balance__PJ__Other_bituminous_coal.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Other_hydrocarbons.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Other hydrocarbons,charts/esto__02__Imports__Energy_balance__PJ__Other_hydrocarbons.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Other_products.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Other products,charts/esto__02__Imports__Energy_balance__PJ__Other_products.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Other_recovered_gases.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Other recovered gases,charts/esto__02__Imports__Energy_balance__PJ__Other_recovered_gases.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Other_sources.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Other sources,charts/esto__02__Imports__Energy_balance__PJ__Other_sources.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Others.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Others,charts/esto__02__Imports__Energy_balance__PJ__Others.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Paraffin_waxes.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Paraffin waxes,charts/esto__02__Imports__Energy_balance__PJ__Paraffin_waxes.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Patent_fuel.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Patent fuel,charts/esto__02__Imports__Energy_balance__PJ__Patent_fuel.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Petroleum_coke.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Petroleum coke,charts/esto__02__Imports__Energy_balance__PJ__Petroleum_coke.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Refinery_feedstocks.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Refinery feedstocks,charts/esto__02__Imports__Energy_balance__PJ__Refinery_feedstocks.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Refinery_gas__not_liquefied.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Refinery gas (not liquefied),charts/esto__02__Imports__Energy_balance__PJ__Refinery_gas__not_liquefied.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__Solid_biomass.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),Solid biomass,charts/esto__02__Imports__Energy_balance__PJ__Solid_biomass.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__02__Imports__Energy_balance__PJ__White_spirit_SBP.html,Other transformation and transfers > Supply > Imports,esto__02__Imports,Energy balance (PJ),White spirit SBP,charts/esto__02__Imports__Energy_balance__PJ__White_spirit_SBP.html,sec-Other_transformation_and_transfers__Supply__Imports,Imports,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Anthracite.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Anthracite,charts/esto__01__Production__Energy_balance__PJ__Anthracite.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Bagasse.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Bagasse,charts/esto__01__Production__Energy_balance__PJ__Bagasse.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Bio_jet_kerosene.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Bio jet kerosene,charts/esto__01__Production__Energy_balance__PJ__Bio_jet_kerosene.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Biodiesel.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Biodiesel,charts/esto__01__Production__Energy_balance__PJ__Biodiesel.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Biogas.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Biogas,charts/esto__01__Production__Energy_balance__PJ__Biogas.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Biogasoline.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Biogasoline,charts/esto__01__Production__Energy_balance__PJ__Biogasoline.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Black_liqour.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Black liqour,charts/esto__01__Production__Energy_balance__PJ__Black_liqour.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Coal_nonspecified.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Coal nonspecified,charts/esto__01__Production__Energy_balance__PJ__Coal_nonspecified.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Coking_coal.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Coking coal,charts/esto__01__Production__Energy_balance__PJ__Coking_coal.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Geothermal.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Geothermal,charts/esto__01__Production__Energy_balance__PJ__Geothermal.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Hydro.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Hydro,charts/esto__01__Production__Energy_balance__PJ__Hydro.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Lignite.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Lignite,charts/esto__01__Production__Energy_balance__PJ__Lignite.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Municipal solid waste (non-renewable),charts/esto__01__Production__Energy_balance__PJ__Municipal_solid_waste__non-renewable.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Municipal_solid_waste__renewable.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Municipal solid waste (renewable),charts/esto__01__Production__Energy_balance__PJ__Municipal_solid_waste__renewable.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Natural_gas.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Natural gas,charts/esto__01__Production__Energy_balance__PJ__Natural_gas.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Natural_gas_liquids.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Natural gas liquids,charts/esto__01__Production__Energy_balance__PJ__Natural_gas_liquids.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Nuclear.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Nuclear,charts/esto__01__Production__Energy_balance__PJ__Nuclear.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Other_biomass.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Other biomass,charts/esto__01__Production__Energy_balance__PJ__Other_biomass.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Other_bituminous_coal.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Other bituminous coal,charts/esto__01__Production__Energy_balance__PJ__Other_bituminous_coal.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Other_liquid_biofuels.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Other liquid biofuels,charts/esto__01__Production__Energy_balance__PJ__Other_liquid_biofuels.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Solar_nonspecified.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Solar nonspecified,charts/esto__01__Production__Energy_balance__PJ__Solar_nonspecified.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Solid_biomass.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Solid biomass,charts/esto__01__Production__Energy_balance__PJ__Solid_biomass.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__Wind.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),Wind,charts/esto__01__Production__Energy_balance__PJ__Wind.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__01__Production__Energy_balance__PJ__of_which__Photovoltaics.html,Other transformation and transfers > Supply > Production,esto__01__Production,Energy balance (PJ),of which: Photovoltaics,charts/esto__01__Production__Energy_balance__PJ__of_which__Photovoltaics.html,sec-Other_transformation_and_transfers__Supply__Production,Production,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Anthracite.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Anthracite,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Anthracite.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Aviation_gasoline.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Aviation gasoline,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Aviation_gasoline.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__BKB_PB.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),BKB/PB,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__BKB_PB.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Bagasse.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Bagasse,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Bagasse.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Bio_jet_kerosene.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Bio jet kerosene,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Bio_jet_kerosene.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Biodiesel.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Biodiesel,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Biodiesel.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Biogas.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Biogas,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Biogas.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Biogasoline.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Biogasoline,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Biogasoline.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Bitumen.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Bitumen,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Bitumen.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Black_liqour.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Black liqour,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Black_liqour.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Blast_furnace_gas.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Blast furnace gas,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Blast_furnace_gas.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Charcoal.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Charcoal,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Charcoal.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coal_nonspecified.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Coal nonspecified,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coal_nonspecified.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coal_tar.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Coal tar,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coal_tar.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coke_oven_coke.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Coke oven coke,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coke_oven_coke.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coke_oven_gas.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Coke oven gas,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coke_oven_gas.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coking_coal.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Coking coal,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Coking_coal.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Crude_oil.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Crude oil,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Crude_oil.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__E-fuel.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),E-fuel,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__E-fuel.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Electricity.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Electricity,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Electricity.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Ethane.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Ethane,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Ethane.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Fuel_oil.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Fuel oil,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Fuel_oil.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Gas_coke.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Gas coke,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Gas_coke.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Gas_diesel_oil.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Gas/diesel oil,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Gas_diesel_oil.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Gasoline_type_jet_fuel.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Gasoline type jet fuel,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Gasoline_type_jet_fuel.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Geothermal.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Geothermal,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Geothermal.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Heat.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Heat,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Heat.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Hydro.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Hydro,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Hydro.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Hydrogen.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Hydrogen,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Hydrogen.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Industrial_waste.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Industrial waste,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Industrial_waste.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Kerosene.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Kerosene,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Kerosene.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Kerosene_type_jet_fuel.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),Kerosene type jet fuel,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__Kerosene_type_jet_fuel.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
chart::charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__LNG.html,Other transformation and transfers > Supply > Total primary energy supply,esto__07__Total_primary_energy_supply,Energy balance (PJ),LNG,charts/esto__07__Total_primary_energy_supply__Energy_balance__PJ__LNG.html,sec-Other_transformation_and_transfers__Supply__Total_primary_energy_supply,Total primary energy supply,direct
